,time
0,1.5720683999998073
1,2.033758900000066
2,956.5604238999999
3,1.6274547000002713
4,1.460398800000803
5,1.4798467999999048
6,1.425561000000016
7,1.4011770000006436
8,1.403571899999406
9,1.4362554000008458
