,time
0,0.37116430000060063
1,0.2912930000002234
2,0.444915599999149
3,0.2902252999992925
4,0.3500393000012991
5,0.27839919999860285
6,0.34578460000011546
7,0.2762836999991123
8,0.3513359999997192
9,0.2766503000002558
10,0.3633700999998837
11,0.2797193000005791
12,0.36891990000003716
13,0.2797986999994464
14,0.2861014999998588
15,0.35157710000021325
16,0.2808775000012247
17,0.3520124000006035
18,0.28732730000047013
19,0.4393349000001763
20,0.3138873000007152
21,0.33946430000105465
22,0.27245050000055926
23,0.36302299999988463
24,0.27110779999929946
25,0.35936469999978726
26,0.278414000000339
27,0.36113230000046315
28,0.27509660000032454
29,0.2848966000001383
30,0.32714730000043346
31,0.27905770000143093
32,0.34697179999966465
33,0.2753365999997186
34,0.3667120000009163
35,0.27662989999953425
36,0.3402613999987807
37,0.27639780000026803
38,0.3362142000005406
39,0.2506006999992678
40,0.3614612000001216
41,0.2689214999991236
42,0.34559119999903487
43,0.2648306999999477
44,0.26979620000020077
45,0.33648839999841584
46,0.2607396000003064
47,0.3197358000015811
48,0.26254960000005667
49,0.3258925000009185
50,0.2640969000003679
51,0.33189189999939117
52,0.26700999999957276
53,0.34084429999893473
54,0.25785610000093584
55,0.33821829999942565
56,0.25765449999926204
57,0.27231920000122045
58,0.3048308999987057
59,0.28348300000106974
60,0.32566510000106064
61,0.2559569000004558
62,0.3347505000001547
63,0.2614532000006875
64,0.33172190000004775
65,0.26279020000038145
66,0.3364738000000216
67,0.26186220000090543
68,0.3389794000013353
69,0.26752049999959127
70,0.3457496999999421
71,0.2611739999993006
72,0.25782020000042394
73,0.30603139999948326
74,0.25989449999906356
75,0.33149039999989327
76,0.27287260000048263
77,0.3259111000006669
78,0.2704996000011306
79,0.33264779999990424
80,0.25307299999985844
81,0.331040999999459
82,0.2615784999998141
83,0.33857760000137205
84,0.2777108999998745
85,0.34650999999939813
86,0.2624441999996634
87,0.292759500000102
88,0.3193611000006058
89,0.2626180999995995
90,0.34928339999896707
91,0.25767889999951876
92,0.33336899999994785
93,0.25813510000079987
94,0.33160189999944123
95,0.2581351999997423
96,0.33900139999968815
97,0.2595575999985158
98,0.3392665000010311
99,0.2694541999990179
