,time
0,3.2262628999999947
1,3.2265620000000013
2,3.2821433999999954
3,3.2569988999999993
4,3.3184775999999943
5,3.2676489999999916
6,3.2211877000000015
7,3.271236200000004
8,3.2889543000000003
9,3.225788399999999
