,time
0,0.4770055000008142
1,0.5107146999998804
2,0.6024156000003131
3,0.4396961000002193
4,0.5150026000010257
5,0.5670847999990656
6,0.43492150000020047
7,0.5058219000002282
8,0.5169248000001971
9,0.43426499999986845
10,0.4907883000014408
11,0.4997828000014124
12,0.5378068999998504
13,0.4397859000000608
14,0.4897414999995817
15,0.5100353999987419
16,0.44218309999996563
17,0.5014661999994132
18,0.5344415999988996
19,0.4415926000001491
20,0.5044061999997211
21,0.5292633000008209
22,0.5475972999993246
23,0.45465340000009746
24,0.5056377000000793
25,0.5136516000002302
26,0.4451546000000235
27,0.5296032000005653
28,0.525264400001106
29,0.44642949999979464
30,0.49621189999925264
31,0.5240766000006261
32,0.5279463999995642
33,0.4590518000004522
34,0.4950511999995797
35,0.5219794000004185
36,0.446828900001492
37,0.5010626999992382
38,0.5213753999996698
39,0.4398752999986755
40,0.513803600000756
41,0.5114315999999235
42,0.5299025999993319
43,0.44527370000105293
44,0.502634800001033
45,0.5164220000006026
46,0.4455605999992258
47,0.501366099999359
48,0.5099770999986504
49,0.43057130000124744
50,0.49597849999918253
51,0.5243970000010449
52,0.5195091999994474
53,0.4344674000003579
54,0.5008663999997225
55,0.5093506000011985
56,0.43547489999946265
57,0.5045440000012604
58,0.503095599999142
59,0.44117519999963406
60,0.48221270000067307
61,0.5236344000004465
62,0.5334091000004264
63,0.44412259999990056
64,0.5120487999993202
65,0.5156109999988985
66,0.44789979999950447
67,0.5152223000004597
68,0.4975321999991138
69,0.4494212999998126
70,0.5127649000005476
71,0.5088568999999552
72,0.5288937000004807
73,0.432627300000604
74,0.4968043000008038
75,0.5915875000009692
76,0.5006101999988459
77,0.5034374999995634
78,0.5487278000000515
79,0.45348179999928107
80,0.5057928000005631
81,0.5205667000009271
82,0.5308312000015576
83,0.45034409999971103
84,0.507300999999643
85,0.5173985000001267
86,0.431687399999646
87,0.5008238999998866
88,0.5041770000007091
89,0.45212349999928847
90,0.5068229999997129
91,0.5080985000004148
92,0.5509590000001481
93,0.43921810000028927
94,0.5026637999999366
95,0.5107832000012422
96,0.43758489999891026
97,0.5021630000010191
98,0.5145262999994884
99,0.4523912999993627
