,time
0,0.3582953999994061
1,0.29697899999882793
2,0.40478020000045944
3,0.344667199999094
4,0.4293068000006315
5,0.2917082999992999
6,0.41707019999921613
7,0.27629590000105964
8,0.3950496000015846
9,0.29031730000133393
10,0.2791385000000446
11,0.33927850000145554
12,0.2786126000009972
13,0.35122880000017176
14,0.2725025999989157
15,0.34187310000015714
16,0.2828179000007367
17,0.36504559999957564
18,0.2799427999998443
19,0.3455095000008441
20,0.3161619000002247
21,0.3463495000014518
22,0.2845977999986644
23,0.2823622999985673
24,0.32669019999957527
25,0.2880826000000525
26,0.3858466999990924
27,0.30764620000081777
28,0.34310980000009295
29,0.27205289999983506
30,0.35100749999946856
31,0.28458859999955166
32,0.3529760000001261
33,0.2772791999996116
34,0.3479710999999952
35,0.27884439999979804
36,0.34895590000087395
37,0.27007880000019213
38,0.2795532000000094
39,0.32841349999944214
40,0.2856544999995094
41,0.3538700000008248
42,0.2848477000006824
43,0.3482626999993954
44,0.27004200000010314
45,0.3498550000003888
46,0.2821972999990976
47,0.3392628000001423
48,0.300195599998915
49,0.3698810999994748
50,0.28777919999993173
51,0.3542163000001892
52,0.283898899999258
53,0.2755121999998664
54,0.3324263999984396
55,0.2961176999997406
56,0.33775020000030054
57,0.28251670000099693
58,0.3668784000001324
59,0.2868825999994442
60,0.36471309999978985
61,0.2995372999994288
62,0.33227350000015576
63,0.2774547999997594
64,0.35565330000099493
65,0.2798196999992797
66,0.35878630000115663
67,0.2718662999996013
68,0.28437250000024505
69,0.3241283999996085
70,0.30267280000043684
71,0.3349275000000489
72,0.2806798000001436
73,0.35956760000044596
74,0.2634129000016401
75,0.3554459000006318
76,0.2766293000004225
77,0.3532658000003721
78,0.283365600000252
79,0.35935740000059013
80,0.276509300001635
81,0.35106399999858695
82,0.2905188000004273
83,0.2941105999998399
84,0.3276086000005307
85,0.2821248000000196
86,0.3353649000000587
87,0.2914186999987578
88,0.3548664000009012
89,0.2798550999996223
90,0.32759429999896383
91,0.2851348999993206
92,0.34952180000072985
93,0.269369599998754
94,0.34823019999930693
95,0.2787140000000363
96,0.3602664999998524
97,0.2729861999996501
98,0.2717529999990802
99,0.3284030000013445
