,time
0,1.414643200001592
1,1.403003199999148
2,1.3691455000007409
3,1.3812988999998197
4,1.4597934000012174
5,1.2549476000003779
6,1.359715700000379
7,1.3451600999997027
8,1.3487996999992902
9,1.314229499999783
10,1.36946639999951
11,1.440071099999841
12,1.4085567000001902
13,1.4004193000000669
14,1.3663269999997283
15,1.3983800999994855
16,1.3693525000016962
17,1.3983536000014283
18,1.3684889999985899
19,1.394805500000075
20,1.2559962000013911
21,1.345303000000058
22,1.338266400000066
23,1.370296299999609
24,1.3436596999999892
25,1.3415200999988883
26,1.3686273000002984
27,1.3570579000006546
28,1.3689572999992379
29,1.3762139999998908
30,1.35599270000057
31,1.3894860000000335
32,1.3965840000000753
33,1.3456526000009035
34,1.2588389000011375
35,1.3285680999997567
36,1.327622999999221
37,1.3363839000012376
38,1.4049472000006062
39,1.3552815999992163
40,1.3402855999993335
41,1.3607275000013033
42,1.3385634000005666
43,1.3530528000010236
44,1.3359245999999985
45,1.3410812999991322
46,1.3620250999993004
47,1.3596056000005774
48,1.392442000000301
49,1.3116165999999794
50,1.3059035999995103
51,1.3271398000015324
52,1.349266400000488
53,1.3511962000011408
54,1.310920600000827
55,1.37489529999948
56,1.3645077000001038
57,1.3426488999994035
58,1.7459514000001946
59,1.6751991000000999
60,1.4045946999995067
61,1.4074314999998023
62,1.3989859000012075
63,1.4603612999999314
64,1.2779221999990114
65,1.3478678000010405
66,1.401098299998921
67,1.452460799999244
68,1.390036599999803
69,1.4285082000005787
70,1.3799987000002147
71,1.401904000000286
72,1.352564099999654
73,1.3603512999998202
74,1.3628357000015967
75,1.3469941000003018
76,1.36203580000074
77,1.3850731999991694
78,1.410463799998979
79,1.3615841000009823
80,1.3275487999999314
81,1.366483399999197
82,1.3980469000016456
83,1.35827160000008
84,1.4363085000004503
85,1.4469042999990052
86,1.3707543999989866
87,1.363198700000794
88,1.363865999999689
89,1.3638109999992594
90,1.3438059000000067
91,1.3802859999996144
92,1.3519694000005984
93,1.2806294000001799
94,1.3085923999988154
95,1.3618390999999974
96,1.3430742999989889
97,1.3645974999999453
98,1.3726170000009006
99,1.399721199999476
