,time
0,33.35348499999964
1,34.1785061999999
2,33.60234969999965
3,34.336479800000234
4,33.723879599999236
5,34.3609263999997
6,33.393331899999794
7,33.61717410000074
8,35.105200900000455
9,33.9451624000003
