,time
0,1.0197918999983813
1,1.0391224999984843
2,1.0683965999996872
3,0.9797790000011446
4,1.0819530000007944
5,1.0280459999994491
6,1.0327315000031376
7,1.0341212000021187
8,1.019792300001427
9,0.9880257000004349
10,1.0778030000001309
11,1.0168524000000616
12,1.0084197999967728
13,0.9996728000005533
14,0.9985005999988061
15,0.9921463999999105
16,1.1014124000030279
17,1.003972899998189
18,1.0084311999999045
19,1.000228299999435
20,1.004080900002009
21,0.9873451000021305
22,1.1233111000001372
23,1.0084834000008414
24,1.0123892000010528
25,1.0119941999982984
26,0.9908255000009376
27,0.9921528000013495
28,1.098802300002717
29,1.0089211000013165
30,1.0097401999992144
31,1.0086725000001024
32,0.9835033000017575
33,1.0055259999971895
34,1.1234874000001582
35,1.0428974999995262
36,1.0211708999995608
37,1.056525200001488
38,0.9928326000008383
39,0.9979440999995859
40,1.0907666999992216
41,1.0538139999989653
42,0.998588499998732
43,1.0164283000012801
44,0.9858762999974715
45,1.003152899997076
46,1.0875186000012036
47,0.9994001999984903
48,1.0096855000010692
49,1.0241139999998268
50,1.0773000000008324
51,1.0094828000001144
52,0.9964301999971212
53,1.063889699998981
54,1.026887899999565
55,1.032598900001176
56,1.0210523000023386
57,1.0027267999976175
58,1.0253069999998843
59,1.062890500001231
60,1.011296600001515
61,1.0239870000004885
62,1.0157034000003478
63,1.0159924999970826
64,1.0148693999981333
65,1.0909142999989854
66,1.0048247999984596
67,1.0279575000022305
68,1.0146815000007336
69,1.0478068000011262
70,1.0152665999994497
71,1.0684428000022308
72,1.029528200000641
73,1.0116430000016408
74,1.0038197000030777
75,0.9944045000011101
76,1.0027513000022736
77,1.0571333000007144
78,1.0327561999984027
79,0.9998272999982873
80,1.0104747999976098
81,1.031461799997487
82,0.9823147999995854
83,1.0760947999988275
84,1.0175046999975166
85,1.0195020999999542
86,1.0226894000006723
87,1.0006400999991456
88,0.9792596999977832
89,1.088554900001327
90,1.0398899000028905
91,1.0037582000004477
92,0.9899446000017633
93,1.002605699999549
94,1.0125451000021712
95,1.0715984999987995
96,1.0229416000001947
97,1.020309300001827
98,0.999212599999737
99,0.9898358999998891
