,time
0,0.9935790999988967
1,1.0021323000000848
2,1.073901099996874
3,0.9819671999975981
4,0.9722629000025336
5,0.9626004000019748
6,0.9742099000031885
7,0.9610556000006909
8,1.0501442999993742
9,1.00176630000351
10,0.9838321999995969
11,0.9594154000005801
12,0.9807202000010875
13,0.9464183999989473
14,1.039869299998827
15,0.9811893000005512
16,0.9678311999996367
17,0.9678426999998919
18,0.9856008999995538
19,0.9597869000026549
20,1.0287389000004623
21,0.9957420999999158
22,0.9723140999994939
23,0.9930449000021326
24,0.9851209999978892
25,0.9594360000010056
26,1.0543092000007164
27,0.9819551999971736
28,0.9853454999974929
29,0.998498799999652
30,0.974741099998937
31,0.9641699999992852
32,1.0533485999985714
33,0.968991099998675
34,0.9669133000024885
35,0.9733408000029158
36,0.9822217000000819
37,0.9724482000019634
38,1.0486988999982714
39,0.9758762999990722
40,0.9641537999996217
41,0.9659361999983958
42,0.9550788999986253
43,0.9357908000019961
44,1.0537079999994603
45,0.9852284000007785
46,1.0548773000009533
47,0.9610439999996743
48,0.9623294999983045
49,0.9533745000007912
50,1.055453499997384
51,0.9749396999977762
52,1.059106000000611
53,0.9619568000016443
54,0.9687669999984792
55,0.9533086000010371
56,1.0618855000029725
57,0.9815001999995729
58,0.9884445000025153
59,0.9862073000003875
60,0.9580467999985558
61,0.9527430000016466
62,1.0481050999987929
63,0.985218600002554
64,0.9753650999991805
65,0.9823692999998457
66,0.954433800001425
67,0.9428937000011501
68,1.0700773999997182
69,0.9926440999988699
70,0.970067400001426
71,0.9686970000002475
72,0.9635548000005656
73,0.9830949999995937
74,1.1236487999995006
75,0.9729810000026191
76,0.9739120999984152
77,0.9791717000007338
78,0.9597978999991028
79,0.9757051999986288
80,1.062702100000024
81,0.9972988000008627
82,1.0080630999982532
83,0.9748003999993671
84,0.975732999999309
85,0.9763588999994681
86,0.9571680999979435
87,1.0589669000000868
88,0.9910533999973268
89,0.9698071000020718
90,0.9702672999992501
91,0.9664235999989614
92,0.9600675000001502
93,1.0200526999979047
94,0.9742769000004046
95,0.9927210999994713
96,0.9691190000012284
97,0.9612291000012192
98,1.0081480000008014
99,1.023681000002398
