,time
0,-21.183620899999823
1,-21.116245700000036
2,-21.32450050000034
3,-21.07010050000008
4,-21.403194400000302
5,-23.68923300000006
6,-21.162072899999657
7,-21.11446799999976
8,-21.229052599999704
9,-21.123012000000017
