,time
0,13.83763209999961
1,13.825706999999966
2,13.799811100001534
3,13.909140799998568
4,13.854142799998954
5,13.937314800001332
6,13.857393899997987
7,13.918478700001288
8,13.904076999999234
9,13.916848400000163
10,13.884566699998686
11,13.841931899998599
12,13.83962750000137
13,13.762510900000052
14,13.941494099999545
15,13.90717880000011
16,13.941512699999294
17,13.953289300003235
18,13.941694500001176
19,13.867005800002516
20,13.843401000001904
21,13.868989200000215
22,13.951133700000355
23,13.908976599999733
24,13.87685490000149
25,13.876927400000568
26,13.788366299999325
27,13.88488999999754
28,13.878252800001064
29,13.961366600000474
30,13.834261399999377
31,13.874072999999044
32,13.919619199998124
33,13.913816399999632
34,13.934177899998758
35,13.938692499999888
36,13.834424200002104
37,14.04102150000108
38,13.883783499997662
39,13.88321839999844
40,13.891918400000577
41,13.903854299998784
42,13.768846900002245
43,13.901092200001585
44,14.110461100000975
45,13.950028999999631
46,13.816628799999307
47,13.862541099999362
48,13.811089599999832
49,13.904483700000128
50,13.834813000001304
51,13.82822689999739
52,13.936729400000331
53,14.008023599999433
54,13.86054669999794
55,13.801858400001947
56,13.898782599997503
57,13.788118100001157
58,13.895725800000946
59,13.901971200000844
60,13.88939609999943
61,13.944105599999602
62,13.975980300001538
63,13.903194099999382
64,13.886052599998948
65,13.887437800000043
66,13.913120600002003
67,13.916195099998731
68,13.844818300000043
69,13.800453500000003
70,13.964339800000744
71,13.851841600000625
72,13.89384080000309
73,13.943548700000974
74,13.873700399999507
75,13.895197599998937
76,13.965647899996839
77,13.888977099999465
78,13.943826799997623
79,13.951249800000369
80,13.972862999999052
81,13.853403699999035
82,13.878974799998105
83,13.949957800003176
84,13.934030500000517
85,13.909723800003121
86,13.825825399999303
87,14.000602899999649
88,13.9662247999986
89,13.849704700001894
90,13.836535399997956
91,13.88311529999919
92,13.87235139999757
93,13.934225299999525
94,13.8768670999998
95,13.836492700000235
96,13.875746499998058
97,13.972509600000194
98,13.853058700002293
99,13.831051900000602
