,time
0,13.828521800001909
1,13.92871279999963
2,14.585777299998881
3,14.56551699999909
4,15.768488500001695
5,16.22697640000115
6,14.502518199999031
7,14.543537400000787
8,14.482990699998481
9,14.635569699999905
10,13.985326800000621
11,13.970408899996983
12,15.952937699999893
13,15.786692699999548
14,14.502026699999988
15,14.389484700001049
16,14.109733099998266
17,14.020961199999874
18,14.503786500001297
19,14.598242799998843
20,14.455563400002575
21,14.509825299999648
22,13.747334100000444
23,13.97741490000044
24,14.425663300000451
25,14.569264600002498
26,14.558220900002198
27,14.440448100001959
28,14.55661279999913
29,14.463699500000075
30,15.825975899999321
31,16.154263499996887
32,14.364401799997722
33,14.489106999997603
34,14.435163699999976
35,14.543444800001453
36,14.509233799999492
37,14.411751799998456
38,14.490599100001418
39,14.451830399997561
40,14.51650410000002
41,14.463680599998042
42,14.746293899999728
43,14.7315282999989
44,15.895986700001231
45,15.891517599997314
46,14.333070900000166
47,14.50666789999741
48,14.826944500000536
49,14.622730399998545
50,14.495242100001633
51,14.505131099998835
52,14.543268299999909
53,14.469679199999518
54,14.711021600000095
55,14.721269900001062
56,16.081396999998105
57,15.99423239999669
58,14.474356700000499
59,14.464922600000136
60,14.821143200002552
61,14.574255200001062
62,14.52132779999738
63,14.43813229999796
64,16.062665299999935
65,16.296314799998072
66,14.644644600000902
67,14.83356150000327
68,16.108136599999852
69,15.927006800000527
70,14.486294400001498
71,14.565384500001528
72,14.881292800000665
73,14.603600700000243
74,14.532056300002296
75,14.484609099999943
76,14.489598600001045
77,14.515521099998296
78,14.666551199999958
79,14.827741200002492
80,14.469812999999704
81,14.530749400000786
82,16.289613299999473
83,16.424650500001007
84,14.860166300000856
85,14.608370099998865
86,14.474496300001192
87,14.5806448000003
88,14.579505900001095
89,14.542063300003065
90,14.410105200000544
91,14.55467199999839
92,14.419362399999955
93,14.505962600000203
94,14.7407039000027
95,14.767881700001453
96,16.34941289999915
97,16.26627820000067
98,14.653111100000388
99,14.456041899997217
